Optimizer,objfname,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50
WOA,F11,1.49,604.27,550.85,424.25,323.71,235.65,176.62,134.27,108.18,79.68,55.26,42.14,32.89,24.62,18.12,13.07,10.12,8.21,6.26,4.34,3.54,2.84,2.32,1.81,1.55,1.29,1.17,1.04,0.94,0.85,0.73,0.65,0.56,0.48,0.41,0.35,0.3,0.26,0.23,0.21,0.2,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.15
WOA,F12,1.74,625749786.59,538308734.96,374063920.48,217708229.85,121162149.02,77210329.03,44562968.93,26267647.03,17518392.41,13311662.82,7179496.97,5095732.11,3596435.66,2566320.22,1258125.59,887313.15,508382.7,190396.09,89118.2,26553.1,5418.67,574.38,405.98,307.5,231.93,156.66,61.32,10.62,6.72,5.0,3.76,2.01,1.7,1.51,1.16,0.88,0.78,0.71,0.68,0.66,0.65,0.64,0.57,0.55,0.53,0.52,0.52,0.51,0.51,0.51
WOA,F13,1.65,1103733842.97,998827650.89,758266432.94,439975816.43,244965212.64,168539468.37,106359009.42,67782772.63,47403208.68,36001663.87,27411287.0,17359279.23,14150325.91,9686514.5,4307678.29,2581732.52,1289165.16,409194.06,227818.85,90588.28,23467.14,13628.15,7468.1,4246.17,2552.1,1500.12,913.32,221.37,67.31,55.05,18.84,12.45,5.96,4.88,4.6,3.91,3.41,3.06,2.46,2.02,1.86,1.75,1.64,1.54,1.45,1.39,1.35,1.33,1.33,1.32
WOA,F14,1.43,129.4,52.91,18.86,15.12,13.15,10.52,10.03,8.87,8.09,8.02,7.87,7.81,7.07,6.99,6.64,6.61,6.35,5.83,5.82,5.77,5.42,5.38,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37
WOA,F15,0.31,0.38,0.09,0.04,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOA,F16,0.13,1.14,-0.26,-0.61,-0.8,-0.88,-0.93,-0.96,-0.98,-0.99,-1.01,-1.02,-1.02,-1.02,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03
WOA,F17,0.14,2.92,1.71,1.24,1.02,0.91,0.82,0.75,0.73,0.71,0.58,0.55,0.54,0.52,0.51,0.5,0.48,0.48,0.47,0.47,0.47,0.46,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
WOA,F18,0.2,60.18,25.92,18.42,13.08,11.08,9.98,9.61,9.37,9.26,9.18,9.13,8.35,8.02,7.99,7.87,7.73,7.69,7.65,7.59,7.58,7.58,7.09,7.03,6.89,6.87,6.87,6.87,6.87,6.86,6.86,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85
WOA,F19,0.38,-3.19,-3.51,-3.57,-3.62,-3.66,-3.69,-3.7,-3.71,-3.72,-3.72,-3.73,-3.74,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.76,-3.76,-3.76,-3.76,-3.76,-3.76,-3.76,-3.76,-3.76,-3.76,-3.76,-3.76,-3.76,-3.76,-3.76,-3.76,-3.76,-3.76,-3.76,-3.76,-3.76,-3.76,-3.76,-3.76,-3.76,-3.76,-3.76,-3.76
WOA2,F1,1.59,66944.01,59177.05,45894.16,29346.58,21043.88,14530.27,9264.43,6494.56,3901.98,2080.92,1247.15,789.75,542.3,297.84,186.94,106.57,59.81,37.66,23.87,13.2,7.64,4.32,2.36,1.34,0.87,0.51,0.31,0.2,0.13,0.08,0.05,0.03,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOA2,F2,1.47,17707998062421.22,178000668562.45,8287124291.08,419526600.07,9347030.69,310.18,37.74,26.79,20.38,14.9,11.7,7.9,6.03,4.51,3.35,2.56,1.91,1.35,0.96,0.68,0.51,0.37,0.27,0.2,0.15,0.12,0.09,0.07,0.05,0.04,0.03,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOA2,F3,1.62,150818.01,140059.54,124545.4,123064.01,122402.12,121740.83,121293.44,121004.51,120738.27,120496.54,119961.88,119657.51,119485.87,119198.46,118982.5,118575.18,118011.74,117386.44,116737.25,116229.23,115873.04,115606.58,115178.06,114792.06,114460.95,113836.01,113435.39,112877.83,112644.14,112178.88,111765.21,111489.73,111233.41,110990.48,110634.07,110248.96,109994.54,109595.51,109011.35,108443.29,108106.59,107873.13,107394.78,107037.88,106682.8,106373.18,106068.18,105780.44,105483.88,104795.68
WOA2,F4,1.3,88.01,85.68,83.35,79.65,77.99,76.23,74.18,72.75,72.22,71.91,71.65,71.05,70.09,69.23,68.9,68.03,67.47,67.28,66.98,66.69,66.29,66.24,66.22,66.15,65.56,65.42,65.36,65.26,65.12,64.99,64.98,64.96,64.95,64.94,64.93,64.93,64.92,64.92,64.92,64.92,64.92,64.92,64.92,64.89,64.88,64.87,64.87,64.87,64.87,64.87
WOA2,F5,1.48,250446035.79,219466959.74,172175217.26,88025659.12,51686915.47,33706512.24,18202986.65,10330046.02,5264747.73,2330478.49,1081727.81,476694.29,221686.19,125368.13,74700.67,38240.21,20599.2,6074.0,3429.89,1158.85,726.17,399.63,214.8,139.65,94.26,60.62,51.57,40.79,35.89,33.22,31.53,30.47,29.92,29.35,29.05,28.97,28.92,28.89,28.87,28.85,28.84,28.84,28.83,28.83,28.82,28.82,28.82,28.82,28.82,28.81
WOA2,F6,1.42,68794.12,60753.9,43236.55,28231.15,20596.4,14306.55,10123.14,6892.97,4534.86,2658.65,1720.8,1132.98,739.37,410.8,245.45,152.39,102.31,65.67,40.76,24.59,16.57,11.23,8.04,5.71,4.41,3.59,3.14,2.75,2.38,2.25,2.2,2.19,2.17,2.17,2.16,2.15,2.15,2.14,2.14,2.13,2.13,2.13,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12
WOA2,F7,1.24,123.99,106.29,76.83,44.9,26.31,14.2,8.49,5.12,2.68,1.32,0.77,0.46,0.35,0.27,0.22,0.18,0.15,0.13,0.11,0.1,0.09,0.09,0.09,0.08,0.08,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04
WOA2,F8,1.31,-2209.98,-3041.33,-4117.68,-4744.26,-5167.12,-5733.33,-6184.53,-6705.66,-6994.88,-7204.12,-7257.27,-7306.18,-7376.82,-7415.12,-7455.64,-7473.47,-7483.05,-7509.23,-7528.74,-7541.44,-7558.2,-7562.42,-7568.21,-7571.38,-7574.46,-7577.6,-7590.75,-7594.07,-7601.25,-7607.19,-7609.79,-7614.61,-7623.8,-7629.79,-7633.0,-7638.6,-7639.1,-7640.13,-7641.15,-7642.36,-7643.48,-7644.07,-7644.46,-7645.28,-7648.13,-7652.42,-7653.51,-7653.91,-7654.23,-7654.55
WOA2,F9,1.56,441.58,419.82,388.17,366.84,345.05,318.44,297.79,285.08,265.13,249.72,240.81,218.34,198.73,180.32,160.93,149.27,134.52,123.76,116.42,110.15,103.03,98.14,90.13,81.88,71.34,65.69,60.73,58.72,54.11,52.19,51.39,50.62,50.06,49.5,49.4,49.35,49.31,48.96,48.86,48.71,48.68,48.66,48.65,48.63,48.37,47.96,47.95,47.94,47.92,47.91
WOA2,F10,1.71,20.69,20.5,19.82,19.09,18.17,16.95,15.73,14.36,12.57,11.02,9.25,8.08,6.93,5.66,4.79,4.08,3.45,2.77,2.08,1.67,1.29,0.98,0.71,0.52,0.37,0.21,0.15,0.1,0.07,0.05,0.04,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOA2,F11,1.47,614.26,557.04,425.28,334.91,229.17,154.58,109.58,73.8,46.35,30.16,17.52,12.22,8.08,5.38,3.37,2.57,1.94,1.57,1.32,1.19,1.09,1.02,0.96,0.9,0.83,0.74,0.64,0.56,0.47,0.37,0.3,0.24,0.2,0.18,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
WOA2,F12,1.44,568791006.47,459380120.95,326865904.58,189699419.79,125009094.26,59242028.39,29155657.11,17576097.0,7233392.98,3600636.63,1486401.94,640709.27,219460.84,112123.25,18150.8,6058.61,359.7,141.07,23.5,6.32,4.78,3.47,2.61,2.12,1.46,1.19,0.86,0.71,0.6,0.45,0.42,0.41,0.4,0.39,0.39,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
WOA2,F13,1.45,1091181442.76,999473183.69,772288721.41,399744249.55,260567712.02,159638256.31,90325286.33,33030536.77,16719855.86,9066513.28,5722019.31,4385365.77,2640362.6,872184.08,273163.01,51456.5,28649.03,4278.92,1843.05,1423.11,771.75,625.77,578.8,319.06,2.66,1.94,1.68,1.47,1.36,1.24,1.21,1.2,1.19,1.18,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17
WOA2,F14,1.3,122.76,46.23,21.54,12.82,11.72,10.1,9.66,9.55,8.77,8.2,7.8,7.64,7.59,7.58,7.57,7.57,7.45,7.45,7.42,7.42,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39,7.39
WOA2,F15,0.3,0.24,0.08,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
WOA2,F16,0.11,0.6,-0.35,-0.68,-0.84,-0.93,-0.98,-1.0,-1.01,-1.02,-1.02,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03
WOA2,F17,0.12,2.96,1.45,1.05,0.94,0.88,0.83,0.79,0.74,0.71,0.66,0.61,0.59,0.57,0.56,0.55,0.55,0.54,0.53,0.52,0.52,0.51,0.5,0.49,0.48,0.47,0.47,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43
WOA2,F18,0.12,99.27,35.12,25.68,23.73,22.41,22.01,20.79,20.47,19.56,19.42,19.28,19.04,19.01,18.97,18.95,18.94,18.9,18.9,18.89,18.86,18.86,18.86,18.86,18.86,18.86,18.86,18.86,18.86,18.86,18.86,18.86,18.86,18.86,18.86,18.86,18.86,18.86,18.86,18.86,18.86,18.86,18.86,18.86,18.86,18.86,18.86,18.86,18.86,18.86,18.86
WOA2,F19,0.29,-3.23,-3.5,-3.57,-3.62,-3.64,-3.67,-3.68,-3.7,-3.7,-3.71,-3.71,-3.71,-3.71,-3.71,-3.71,-3.71,-3.71,-3.71,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72
WOAI,F1,1.34,67483.99,2887.38,145.33,16.66,2.95,0.4,0.09,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAI,F2,1.25,3688806467158.47,25.03,5.34,1.76,0.64,0.29,0.1,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAI,F3,1.77,143607.95,33537.87,13939.03,6006.63,1171.26,162.95,112.18,35.3,2.57,0.48,0.33,0.24,0.18,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAI,F4,1.38,86.7,20.59,4.63,1.02,0.39,0.15,0.06,0.03,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAI,F5,1.32,236316513.84,467016.96,2161.64,102.75,39.46,34.58,30.24,28.94,28.83,28.81,28.79,28.78,28.77,28.75,28.75,28.75,28.74,28.74,28.74,28.74,28.74,28.73,28.73,28.72,28.72,28.72,28.72,28.71,28.71,28.71,28.71,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7
WOAI,F6,1.4,71478.04,3111.23,217.81,13.56,4.54,2.6,1.46,1.27,1.05,0.91,0.83,0.74,0.67,0.62,0.58,0.55,0.54,0.51,0.5,0.48,0.45,0.43,0.43,0.42,0.41,0.41,0.41,0.41,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
WOAI,F7,1.27,116.38,0.66,0.17,0.09,0.07,0.05,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAI,F8,1.27,-2195.93,-3080.07,-4357.81,-5460.16,-6336.75,-7086.55,-7834.83,-8021.68,-8103.12,-8179.61,-8454.06,-8721.43,-8850.75,-9156.82,-9289.36,-9502.26,-9618.65,-9754.25,-9858.89,-9883.91,-9945.61,-10151.63,-10195.12,-10282.8,-10430.31,-10485.48,-10485.86,-10510.81,-10616.53,-10624.13,-10656.31,-10688.48,-10710.57,-10729.0,-10772.55,-10824.62,-10861.25,-10891.05,-10891.06,-11004.63,-11045.2,-11092.3,-11161.66,-11168.58,-11172.5,-11178.7,-11209.25,-11214.25,-11218.64,-11219.8
WOAI,F9,1.28,437.84,264.18,93.55,6.87,0.79,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAI,F10,1.33,20.62,11.15,4.19,1.65,0.45,0.13,0.06,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAI,F11,1.36,610.56,25.66,2.27,1.1,0.74,0.24,0.08,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAI,F12,1.37,556825258.95,33780.29,3.05,0.59,0.28,0.17,0.14,0.12,0.1,0.08,0.07,0.06,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
WOAI,F13,1.57,1169412308.3,361631.75,18.44,2.14,1.48,0.87,0.74,0.66,0.55,0.5,0.43,0.4,0.37,0.35,0.34,0.31,0.3,0.29,0.28,0.28,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
WOAI,F14,1.52,133.17,64.77,26.57,11.49,9.74,9.12,8.61,8.07,7.81,7.39,7.12,6.76,6.74,6.32,6.07,5.78,5.57,5.57,5.57,5.43,5.43,5.42,5.35,5.18,5.15,5.12,5.12,4.96,4.96,4.96,4.76,4.76,4.76,4.76,4.73,4.73,4.73,4.73,4.73,4.73,4.72,4.72,4.72,4.72,4.72,4.72,4.72,4.72,4.72,4.72
WOAI,F15,0.29,0.23,0.04,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAI,F16,0.14,0.77,-0.56,-0.69,-0.81,-0.87,-0.91,-0.93,-0.95,-0.97,-0.97,-0.99,-0.99,-0.99,-0.99,-0.99,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01
WOAI,F17,0.16,2.36,1.56,1.15,1.06,0.97,0.9,0.84,0.81,0.8,0.76,0.73,0.72,0.72,0.7,0.68,0.68,0.61,0.61,0.61,0.6,0.59,0.59,0.59,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.57,0.57,0.57,0.57,0.57,0.57,0.56,0.56,0.56,0.56,0.56
WOAI,F18,0.14,83.45,30.42,19.65,18.06,14.1,12.26,11.52,10.01,9.65,8.95,8.25,8.19,6.98,6.07,5.35,5.06,4.72,4.67,4.54,4.51,4.45,4.34,4.22,4.21,4.2,4.15,4.13,4.11,4.11,4.1,4.09,4.09,4.08,4.08,4.08,4.08,4.08,4.08,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07
WOAI,F19,0.36,-3.29,-3.33,-3.41,-3.46,-3.53,-3.57,-3.59,-3.61,-3.61,-3.62,-3.62,-3.64,-3.65,-3.65,-3.65,-3.67,-3.67,-3.67,-3.67,-3.69,-3.7,-3.7,-3.7,-3.7,-3.7,-3.71,-3.71,-3.71,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.73,-3.73,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74
WOAAC,F1,1.32,69143.75,28285.24,9393.93,2955.84,646.61,159.97,32.66,6.33,2.25,1.7,0.46,0.27,0.24,0.24,0.11,0.11,0.11,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
