Optimizer,objfname,ExecutionTime,Mean,STD,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50
WOA,F1,1.3194923400878906,4638.906706889227,13590.949483799555,66420.56262970412,61061.33765858803,30002.937934928534,25194.005034676295,19169.4732135271,15712.45210706191,2098.7972094794773,2092.79315072401,1781.8244538883466,1500.89913971395,1473.8566144649913,1434.0050593592698,1289.650416139102,1256.7341993031473,619.1689299926774,311.7072049674959,201.76823529357043,98.53663311688943,77.18193075948876,58.87910014309303,35.622949064282466,24.487703279174625,15.30665605992267,4.24972514531123,1.9223335159183792,1.3512068187920003,1.317032144410165,1.2395205875548958,0.975457776207954,0.9211024861523965,0.5305510434655759,0.41018253427224655,0.15805919054963047,0.12578697200066405,0.06919065410800494,0.03740407749999729,0.024934822060863164,0.007261174112655202,0.0031044028076217148,0.0018378658737770249,0.0011238177971455792,0.0005526485312635467,0.00025514508587243066,0.00016432411260943578,0.00011310809906793604,8.103100622427979e-05,6.44071686155345e-05,4.999844337466701e-05,4.453496812085053e-05,4.000017444821833e-05
WOA,F1,1.099008560180664,5020.98982122358,13168.699060624827,63576.356001850705,53159.031820015494,40662.71646401872,27125.79673297099,15204.440874425247,13002.481549389655,10987.649635883308,9803.120915151547,5951.031626909934,3352.594018428792,2033.7688537021206,1880.0673825990207,1341.8645753391347,590.6490505178583,401.79226783548216,346.1370044248618,297.7493417032429,242.50455999340593,229.51542238847227,204.39487134432585,179.17186831664088,161.10963533097194,106.80795795892642,75.59763110958899,57.489374690605466,34.392295660881,22.986562693445613,7.338148791115851,4.279118485290343,3.2606982406616183,1.0734665524734983,0.7751660452068028,0.4505926387980951,0.2956235901290101,0.25585292420520556,0.1875719681383659,0.09139528126541464,0.06853003721502023,0.0404424985546551,0.030672882706998316,0.029260783812061812,0.022883165828880787,0.020579941032036617,0.017538697060931474,0.011539635354977137,0.005381892993831521,0.005296815162259227,0.004847993713232325,0.004319861083960197,0.003837803852729641
WOA,F1,1.2836451530456543,5053.674131877979,13549.665006838133,70603.21292752323,51475.86465325597,37569.789759380066,25247.698108382978,17248.026172053535,13917.750123807513,11630.615928647718,9555.153167162362,6194.753236687084,3060.2968406330797,1919.9883409265244,1475.6683555931897,1143.974168122062,473.7160858678178,318.0427505320379,229.8670330266842,200.51630866792954,150.86773147971198,72.35593625385474,70.55297977108825,48.208432174091044,23.04422508470024,21.94993815525716,11.226349441834438,9.077452580555011,4.526715648997684,2.074631445141718,1.656507189315692,1.266888746917195,0.984792373776603,0.5119557426357002,0.20760089842428325,0.13540069516463515,0.07431171477747255,0.02464947298009276,0.008590575141405859,0.0076139420934186125,0.0034327926778060314,0.002774995871149657,0.0012958324239135946,0.0008421290572891158,0.0006756892614321112,0.0002808755671380512,0.00020006781714659698,0.00012702319050068804,0.00010410587300465879,6.71439486682309e-05,4.998340293664801e-05,4.1720663364373964e-05,3.788297709127387e-05
WOA,F1,1.0641810894012451,6084.511724334663,14967.230091847105,70327.44887134644,56918.13044258998,43422.379482572906,33357.187398730595,29031.11144124835,22175.611117222572,17693.65896898974,12538.43980664973,5291.645514419253,4262.18682536443,2861.7455477555786,2401.6544479702206,1297.7662078131152,1025.4306835442098,482.86217922834504,311.70729884733174,217.8881042879061,150.64067437760562,105.31562861344251,88.50019217417326,68.49963365194807,63.69999429021235,53.6167392808435,20.806697636334185,15.743425035925958,14.016806290478943,13.081778847657862,8.530520124433197,2.2224677220809483,1.171656627298382,0.8294207653212636,0.5081783767026655,0.46442947605475715,0.32037173185368845,0.21374692577695073,0.11575839026504249,0.08955815512444588,0.07158182923358646,0.056144924695243945,0.04105939937894467,0.03352918257327752,0.02498664018080795,0.020036415736165335,0.017859174919546483,0.016715174764092705,0.015312517802246692,0.013437063755088153,0.012205741821315777,0.011224239407253764,0.010107354623772305
WOA,F1,0.9282288551330566,7216.40159748914,17052.44303865969,68729.70848750538,63609.39321931094,57397.91839937507,46476.916666195364,37354.44757338682,29542.92574431762,21112.234027968392,9769.47648913951,6869.029955540208,5944.714050332711,3667.902128594794,2148.4059398245713,1962.3361146242141,1247.8106125485474,939.2660361896649,747.4019429404901,706.0503847615298,688.301297621148,661.8088054275993,503.5780892925165,305.28458669744595,197.18585057628766,103.26778626648466,59.60408327498128,24.9167538334924,19.73108601006188,13.144486508657288,9.375637737145533,4.325950005495542,1.5167966847924226,0.761178651401023,0.4966433752964161,0.20303648911255961,0.17459981819771564,0.11216230266476417,0.0840896763068863,0.06599710046554576,0.05228296742441801,0.04210448001584561,0.03582204740490376,0.026595759348312736,0.01772334938438777,0.010407834587349661,0.006390266542532198,0.003168554782363805,0.0025260474944553547,0.0021769067208358087,0.0016826479697367124,0.0012453007413734535,0.0010583891417445233
WOA,F1,0.9533283710479736,7679.2562477922065,18201.04195013739,65790.32727295793,65790.32727295793,58769.62295501734,56652.97017304579,44732.37801293349,34403.11591249418,28823.084914748764,9520.584975823302,8140.7702026272555,3448.4726330603753,1606.7259644097455,1218.7750386524935,1137.9336577497374,1111.006508962401,847.6006155549089,705.5843387812267,444.58671866415153,233.8637181631959,221.77683259242886,162.51054462382123,49.463665799425854,46.129041968967485,30.935783058086255,27.04280007384248,22.899656384381263,11.275426350131504,6.702013954883332,2.874529475154653,1.101880798663537,0.9170499124553082,0.6304731169738599,0.39977219107996237,0.27121667279803807,0.10233500594348735,0.014656058916869753,0.00967146677781217,0.005703723102016216,0.004424377285102582,0.002764837147821162,0.002294563432887409,0.0019551215451220063,0.001660713092811412,0.0014014478824267767,0.0011193206764312934,0.0007616708460552879,0.0005841211128081764,0.0004537880287299797,0.00038227176619935884,0.0003328257059914017,0.000314719721575392
WOA,F1,0.9739575386047363,5021.360912984064,12566.553131333474,59647.04783351595,53427.7804068688,32764.50498997078,22902.1684417372,19661.1827958322,18305.135412974967,14257.958682829674,11571.582627484486,7271.858650178703,5110.673786588286,2331.741579441131,1220.415810333534,907.172634657018,752.2670788340238,250.60457523019102,206.458557202337,174.71595025041756,88.80543871289585,46.21434348319981,38.10744884281644,33.965600949089,31.91179721247517,28.583061966772902,16.14427372846788,7.967290278301214,5.594478153724152,4.025840496481089,1.6956015985226742,0.6338569079147739,0.4152780052228108,0.29842304683032617,0.17445330230465503,0.13639138694246045,0.03075518605464194,0.022526380877649382,0.014804546006428127,0.01042380315352551,0.006407079838917688,0.0033628549914988598,0.0027577967205087606,0.002295535798405985,0.0018392087192495442,0.0016809781693552547,0.0014134907004563627,0.0011257160909037816,0.0009110900198149173,0.0007360456427469983,0.0005643512306530969,0.0003778222996528578,0.00027531524683108025
WOA,F1,1.0490381717681885,9620.349547157095,20808.288519364014,78389.21822174049,78269.651529046,70938.03325329939,60458.01739684633,47296.31396185456,38722.149669775565,25377.88487177965,20018.944229445,13849.29519132539,13028.38673220666,7696.487831129493,5728.171689181925,5679.066478866358,5026.0060185291495,4112.887737278431,2574.916725725162,1164.682775710438,683.249431621499,610.4710130278843,441.863415070133,389.0109889641097,241.22334978290309,126.56314637519746,83.61184846451458,31.249405091357485,23.800270072475442,16.41553480260375,12.626946977431285,7.369239981889763,6.234975050477864,4.454047259654044,3.251344115628424,2.5196084318103447,1.39268618456628,0.8052895793194474,0.5465496497769167,0.2926242628502165,0.14683380554935732,0.09773652117992535,0.03404515905698772,0.03136529201245385,0.025936517034735398,0.020678037678240026,0.018754422409194445,0.01386513102891169,0.007079626348869985,0.005191203062450377,0.003949804841046186,0.0031936352913724863,0.0027001931172357043
WOA,F1,1.088991403579712,3753.473849020622,11909.868420659282,64508.36056952878,46667.30197841539,32705.488717115757,15167.752877987137,9579.867831172893,5996.6372763104455,3731.1530678477598,2929.145721403716,2388.0746974472054,916.354482218536,651.3677394790687,446.4580115802595,327.86004422332235,256.5663737969157,224.3994036223358,192.00856434437347,183.0526999106253,171.17937985653822,161.2351333112006,149.9549782759683,139.45462291844078,72.72035041034555,50.850063428134895,26.891751133198078,9.340194239326811,8.236473057973582,5.671400278866826,2.103026382337904,1.196974709832717,0.963864444188915,0.8163178741011091,0.453626388855133,0.2792404259890686,0.12444817454991036,0.10962165628504827,0.08835078466202081,0.05294036388239321,0.03270001764791701,0.0275208097468401,0.018737920168967637,0.012751481518911097,0.007977359024236757,0.006135813998738252,0.0042271023354557135,0.0032658860594236543,0.0018141173240245813,0.0014970563715699782,0.0012754978031549334,0.0009531069037148966,0.0007803429790336309
WOA,F1,0.9426696300506592,5597.059851800215,13428.691235375516,61068.14602133606,58730.394184947734,38276.75105007184,32754.922252137327,14825.046404785471,13803.903212240797,10657.737219926003,10033.416273437892,9696.314134732289,8189.438816389947,5820.078202592118,4160.0901662474,3816.1580451957293,3332.8702944749657,1156.4647774912391,1123.2042179313817,793.0831177815271,481.7369981815201,414.84613008219446,249.677768400143,166.62030947605516,129.13261047434236,70.09795653808949,44.5437649032321,17.515135409313256,10.36948742678738,8.924976463659084,5.909652029292554,3.9203497693114997,3.0356359885797572,2.548856810952487,2.156363182446933,1.278705816699569,0.7367264773665027,0.5533893059184078,0.4272933835721482,0.3513138348374936,0.27639390125978247,0.1168423435166957,0.07845594463581969,0.0485630706522802,0.030929313822783164,0.013004558191885798,0.006445407539100583,0.004879384204743065,0.00380621382713293,0.003608534340569618,0.0030868810612915175,0.0025101289477788584,0.0022486547435648357
