Optimizer,objfname,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50
SSA,F3,1.7658939361572266,0.0,39362.18966514429,30910.696340351187,16331.510094720259,11287.291124429092,8879.86241414499,8879.86241414499,8879.86241414499,8879.86241414499,8879.86241414499,8879.86241414499,8879.86241414499,8879.86241414499,8879.86241414499,8879.86241414499,8879.86241414499,8879.86241414499,8879.86241414499,8879.86241414499,8315.724091638875,8315.724091638875,7479.432393786033,7479.432393786033,6931.984525237261,6837.445534226859,6503.445237408297,5983.241339862768,5611.9352890196915,5327.976101931014,5110.298041726469,5017.563553196893,4924.62132773474,4868.309951315666,4826.438616638048,4803.011482296093,4794.799478674289,4784.734999449678,4779.907668332,4776.233320872861,4773.840352750322,4772.9435439766385,4772.18774055942,4771.903981294881,4771.5893138115425,4771.4364430578025,4771.336744388795,4771.295533764153,4771.273899356785,4771.256429736277,4771.2500670840545
SSA,F3,1.7276196479797363,0.0,76800.15882738846,39035.96598404129,25277.05512771615,17717.62127894307,12036.524086579408,12036.524086579408,12036.524086579408,12036.524086579408,12036.524086579408,12036.524086579408,12036.524086579408,12036.524086579408,12036.524086579408,12036.524086579408,12036.524086579408,12036.524086579408,12036.524086579408,12036.524086579408,11079.157334172312,11079.157334172312,11065.008017598084,9322.16402541313,8902.7655669669,7655.539977915818,6930.845651503984,6469.940526853788,5817.792726504695,5614.6347371963975,5554.8930221402825,5458.164867999745,5387.822289623873,5331.726029746096,5296.427211512094,5271.7419333126445,5248.928658397382,5241.52097914407,5237.994340225669,5233.4383362649905,5231.266217811473,5230.4911951282675,5229.772964221211,5229.352003614216,5229.167554424637,5229.005139809803,5228.878304399164,5228.832667990876,5228.807495058208,5228.793678884895,5228.786100095091
SSA,F3,1.716994285583496,0.0,68482.12686184989,21036.847312285485,21036.847312285485,21036.847312285485,21036.847312285485,21036.847312285485,21036.847312285485,21036.847312285485,21036.847312285485,21036.847312285485,21036.847312285485,21036.847312285485,21036.847312285485,21036.847312285485,21036.847312285485,21036.847312285485,21036.847312285485,20143.788994752606,20143.788994752606,20143.788994752606,14353.905617728378,14074.273659611867,11846.947488662145,10736.101664093594,9849.352977125774,9440.4984322675,9270.622912286635,8896.971790059897,8471.738062714838,8388.998432219169,8290.290840486769,8204.493828840985,8178.1712538264555,8155.119425741884,8133.213294146911,8118.987979498045,8112.7111238765565,8108.816830480399,8106.419488740705,8105.516952986948,8105.1252359999735,8104.733925340209,8104.495759118407,8104.288553866062,8104.190680970593,8104.155710467658,8104.133443972167,8104.119269428524,8104.107274659111
SSA,F4,1.3455379009246826,0.0,51.2595542172161,42.55653057873755,39.66472315878826,38.07588840460648,35.102225609537705,33.21185981953726,32.261761901682284,31.268274622953438,29.64784079252545,28.215788913489636,27.201653223328265,27.201653223328265,27.201653223328265,26.757268475182684,25.988539758446773,25.988539758446773,25.988539758446773,25.988539758446773,25.988539758446773,25.988539758446773,25.988539758446773,25.075459135460484,21.55619174599477,20.126248643430728,18.533758365944088,18.533758365944088,18.254953755349664,17.34040058945934,17.01794494640129,16.619663124986726,16.441175425074896,16.262148718649176,16.19329241738286,16.1336070511332,16.090118993001376,16.068622991527462,16.040154722529,16.02727487388959,16.016645723582858,16.013619898266313,16.009742559452196,16.00800727568928,16.00728119750196,16.006740194301276,16.006384866736735,16.006151163647566,16.006047540716935,16.006026159494986,16.006003655768772
SSA,F4,1.4087519645690918,0.0,49.03038695032599,43.10350380339197,34.157423392275746,31.30049079261253,31.30049079261253,31.30049079261253,31.30049079261253,30.34399196899073,29.534471418848533,29.534471418848533,29.534471418848533,29.534471418848533,29.534471418848533,29.534471418848533,29.534471418848533,29.534471418848533,29.534471418848533,29.534471418848533,29.534471418848533,29.534471418848533,24.958641533758367,24.958641533758367,24.031456364090115,21.31294248276804,21.31294248276804,20.797061155771484,19.498507191808585,19.436931781321658,19.074530770781656,18.820062481801823,18.47218406840693,18.34283198282829,18.283882595586967,18.22273139128769,18.179559389956765,18.144846484791376,18.13786862593658,18.120622790131634,18.116092111628,18.11101485135271,18.10947197481004,18.107932848422593,18.106705404590148,18.106129211044237,18.105832484751524,18.105577283843804,18.105464170396505,18.105402023849315,18.105368275815135
SSA,F4,1.405395746231079,0.0,49.304577097735205,41.157450699029916,32.475764292502305,32.475764292502305,32.475764292502305,32.475764292502305,29.09852006559936,29.09852006559936,29.09852006559936,29.09852006559936,29.09852006559936,29.09852006559936,29.09852006559936,29.09852006559936,29.09852006559936,29.09852006559936,29.09852006559936,29.09852006559936,29.09852006559936,29.09852006559936,29.09852006559936,29.09852006559936,28.588321184123586,28.013494414276717,25.906294030549475,25.906294030549475,25.11897926461847,24.737789015493505,24.712651901366286,24.294483930291527,24.106088746777797,23.899639198492995,23.77364162057878,23.70151470840967,23.66813744244138,23.637006346212903,23.614487038596437,23.605610264222403,23.596752800249675,23.590510309142054,23.58730537216362,23.585297265370173,23.583984599813306,23.583211574104922,23.58285243848426,23.582687854866812,23.582556012211743,23.5825256834788,23.582489235992874
PSO,F3,1.3068146705627441,138926.06240408565,138926.06240408565,110249.35824435059,83965.93903839508,71099.27100221328,67200.01406008941,67200.01406008941,59536.154996113284,59536.154996113284,55771.41311870424,24049.441360283734,22370.907412965655,22370.907412965655,22370.907412965655,18700.8607588154,18700.8607588154,17813.694510642825,14693.364397412688,14565.430667774675,10528.87514415384,10528.87514415384,9273.82832257681,8367.968959797181,7192.293082708226,6695.618833379822,6695.618833379822,6368.4615180226665,5517.602215784115,5283.783333783258,5074.152308666726,4902.406834269884,4902.406834269884,4635.555916124144,4436.845102793803,4234.006381431912,4234.006381431912,3989.5442823283297,3926.444020171682,3781.750128938364,3781.750128938364,3781.750128938364,3775.3787255742063,3714.018368435066,3458.1887530137433,3410.3422185028403,3358.285310088143,3349.0683280455346,3227.568133169948,3005.0677328238953,2828.779985255782
PSO,F3,1.3026552200317383,166877.36270581337,166877.36270581337,153198.68105733147,117131.58486131605,79828.17291235596,59438.451594962076,50227.797684728306,47895.67628884307,47895.67628884307,46012.75335565834,37936.49184529383,32470.183925728485,22734.417239797345,18199.120899006462,17526.843316724957,15223.722605116785,11977.63931787733,10679.81770057299,10299.877923767914,8590.537190186247,8292.733236591528,6859.251295079673,6859.251295079673,6392.703352678561,5990.502408325292,5632.348834083795,4808.605844943156,4496.117203626484,4084.023197183678,4084.023197183678,3643.8659019614565,3297.25125865586,2850.8986388451367,2516.5701893536157,2359.1860647593776,2310.199766949583,2117.5707094271984,2012.2939641858811,1962.227770247689,1824.7209645007138,1745.101064748916,1672.9149521089787,1672.9149521089787,1563.0084025067786,1509.3000317811259,1509.3000317811259,1400.1843071917078,1361.829499019932,1354.9413430104564,1353.5014298786039
PSO,F3,1.323577642440796,114853.31990388254,114853.31990388254,114853.31990388254,114853.31990388254,114853.31990388254,114853.31990388254,95407.82884005453,75652.30074813147,53264.23529394217,36781.040011539946,36781.040011539946,36781.040011539946,36781.040011539946,23333.039489151637,23333.039489151637,23333.039489151637,18140.196201233346,17011.456021790338,11137.598813189992,11137.598813189992,10606.58265498238,9324.012386404942,8747.176520988649,8513.925401004914,8495.70221749608,7181.338882006392,6886.832466823229,5934.7075255389755,5899.294138745803,5414.394613165816,4725.622589895156,4725.622589895156,4400.655859839139,4400.655859839139,4396.654568900544,4396.654568900544,4396.654568900544,4169.071703620051,3737.1625479518293,3616.364738134993,3437.5864149007393,3326.729503836576,3325.8915672560865,3325.8915672560865,3250.3771630354104,3250.3771630354104,3210.717221849228,3057.198884110275,3038.524029353281,2904.1362430465747
PSO,F4,1.0772697925567627,85.42273343727196,82.31077026180711,76.9947702618071,76.35845062029084,73.62228085565923,67.63687760629412,61.739324895784335,55.80382905235108,49.84523064176457,44.65687760629412,38.713627847791734,33.98515607418939,28.60968902418344,25.171377791723458,23.017701961528466,22.736203417769914,20.058520367805624,19.721398186833852,19.08972079589461,16.48194718175659,15.237845047657698,15.237845047657698,15.068793624714422,15.068793624714422,15.068793624714422,14.381975623668174,14.173683587440093,13.888258561009497,13.888258561009497,13.38371124681803,12.746987368489025,12.429083614234562,12.333450979919055,12.23554457299208,11.519266081124169,11.384489931137647,11.17117209592748,10.805495491998734,10.072786843654889,10.072786843654889,10.072786843654889,9.859492153609883,9.754427205204346,9.665921388754006,9.59150431104627,9.360117033994934,9.360117033994934,9.325687188097888,9.223754659361362,9.064738468067143
